กฟฟ.,ทะเบียน,จว.,รหัส,ยี่ห้อ,ลักษณะ/พิกัด,เลขเครื่อง,รุ่น/เลขชัชซี่,วันจดทะเบียน,อายุ,ประกันภัย,เชื้อเพลิง
กฟส.ปากท่อ,81-9957 ,รบ.  ,ต.1-04-4340,MITSUBISHI          ,บรรทุก 6 ตัน                                      ,6D17-BA0080,MMTFK458HTC-000080 / MITSUBISHI,28/1/2541,19,,ดีเชล
กฟส.ปากท่อ,82-6093 ,รบ.  ,ต.1-04-5374,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,4JB1-609469,NKR55E12E5-7111129 /NKR55E12E,22/4/2552,8,,ดีเชล
กฟส.ปากท่อ,83-2242 ,รบ.  ,ต.1-04-6594,ISUZU               ,บรรทุก 4 ตัน                                      ,4JJ1-NU0995,MP1NMR85EFT101888 / NMR85EXXXS,9/6/2556,4,,ดีเชล
กฟส.ปากท่อ,กง-7042 ,รบ.  ,ต.1-01-1458,FORD                ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,WLAT-447015,MNBBSFD-304 W-370735 /ฟอร์ด,23/4/2547,13,,ดีเชล
กฟส.ปากท่อ,กธ-1305 ,รบ.  ,ต.1-01-2235,MITSUBISHI          ,เก๋งสองตอน                                        ,4D56UCEG3593,MMTJNKA40DD029241 /KA4TNJNUZRU,8/7/2556,4,,ดีเชล
กฟส.ปากท่อ,ขคม-257 ,รบ.  ,ต.1-01-0000,YAMAHA              ,จักรยานยนต์                                       ,5HV597736,5HV597736 /KA-105C,17/3/2546,14,,เบนชิล อื่น ๆ
กฟส.ปากท่อ,บท-4547 ,รบ.  ,ต.1-03-1045,NISSAN              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,Z20-T04991,FGD 21 - F27087 /BIG M,25/9/2539,21,,เบนชิล 95
กฟส.ปากท่อ,บว-8626 ,รบ.  ,ต.1-01-0503,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-293050,9640242 /ISUZU,14/6/2532,28,,ดีเชล
กฟส.ปากท่อ,บษ-2887 ,รบ.  ,ต.1-01-2695,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-592301,NKK55EU1-M-7106835 /ISUZU,15/6/2535,25,,ดีเชล
,,,,,,,,,,,
กฟย.วัดเพลง,80-8267 ,รบ.  ,ต.1-04-2006,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,625471,311834,24/1/2527,33,,ดีเชล
กฟย.วัดเพลง,กต-6088 ,พบ.  ,ต.1-01-0800,NISSAN              ,เก๋งสองตอน                                        ,Z20-T01068,FGD21-E14360,28/9/2538,22,,เบนชิล อื่น ๆ
กฟย.วัดเพลง,ขคม-256 ,รบ.  ,ต.1-20-0001,YAMAHA              ,จักรยานยนต์                                       ,5HV577673,5HV577673 /KA-105C,17/3/2546,14,,เบนชิล อื่น ๆ
กฟย.วัดเพลง,บย-7322 ,รบ.  ,ต.1-03-0438,DATSAN              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,z16-004725w,g720-a54690,27/1/2527,33,,เบนชิล 95
,,,,,,,,,,,
กฟจ.สส,2ฒฆ2477 ,กทม. ,ต.1-01-001,ISUZU               ,กระบะบรรทุก 1 ตัน SPACE CAB                       ,RZ4ERG1149,MP1TFR87JHG040656 / D-MAX,20/7/2560,0,,ดีเชล
กฟจ.สส,3กล-7203,กทม. ,ต.1-25-,ISUZU               ,ตรวจการ                                           ,4JJ1MN6652,MP1TFR85GFT001030 /TFR85GWRH6(M),14/11/2557,3,,ดีเชล
กฟจ.สส,5กข-2372,กทม. ,ต.1-25-,ISUZU               ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,4JK1NR5672,MP1TFR86JFG084089 /TFR86JCMN2(M),26/2/2559,1,,ดีเชล
กฟจ.สส,80-3883 ,สส.  ,ต.1-04-3631,ISUZU               ,เครนพับ                                           ,4JB1-903153,75-009-52 /NKR55EU5M,24/1/2538,22,,ดีเชล
กฟจ.สส,80-3988 ,สส.  ,ต.1-04-3302,ALLARD              ,เครนพับ                                           ,EH700-93289,EQ1118G6DJ1Y-93503378 /EQ1118G60J1Y,1/7/2537,23,,ดีเชล
กฟจ.สส,80-3989 ,สส.  ,ต.1-04-3393,MITSUBISHI          ,บรรทุก 6 ตัน                                      ,6D14-TC0469,FK455H-TC0469 / FK455H,22/8/2537,23,ป.3,ดีเชล
กฟจ.สส,80-4180 ,สส.  ,ต.1-04-3914,ISUZU               ,บรรทุก 4 ตัน/ฮอทไลน์                              ,4HF1-359673,NPR66LX5T-7100692 /NPR66LX5,17/6/2539,21,ป.3,ดีเชล
กฟจ.สส,80-4358 ,สส.  ,ต.1-09-0318,ISUZU               ,ขุดเจาะ                                           ,6hh1-223651,ftr33ht-3000256 /ftr33ht,26/2/2540,20,,ดีเชล
กฟจ.สส,80-5285 ,สส.  ,ต.1-04-4504,ISUZU               ,บรรทุกเฉพาะกิจ(บริการ)                            ,6HH1-264359,FTR33HT-3001094 /FTR33HT,29/1/2542,18,,ดีเชล
กฟจ.สส,80-5662 ,สส.  ,ต.1-09-0489,ISUZU               ,กระเช้าแก้ไฟ                                      ,4HG1-133179,NPR71PY52A3-7103308 /NPR71PY52A,1/3/2548,12,,ดีเชล
กฟจ.สส,80-6158 ,สส.  ,ต.1-09-0085,ISUZU               ,ขุดเจาะ                                           ,6D14-278992,1656559,22/2/2527,33,,ดีเชล
กฟจ.สส,80-6702 ,สส.  ,ต.1-04-5756,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,N04C-TR12883,MNKAH04H304001211 /XZU303R-HBMLAT3,14/2/2554,6,,ดีเชล
กฟจ.สส,80-6703 ,สส.  ,ต.1-04-5757,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,NO4C-TR12885,MNKAH04H304001212 / XZU303R-HBMLAT3,14/2/2554,6,,ดีเชล
กฟจ.สส,80-7422 ,สส.  ,ต.1-04-6592,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NV0199,MP1NMR85EFT101984 /NMR85EXXXS,10/6/2559,1,,ดีเชล
กฟจ.สส,กก-2194 ,สส.  ,ต.1-01-0801,NISSAN              ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,TD27-312883,FGD21-E14353 / FGD21SFX% DXA,28/9/2538,22,ป.3,ดีเชล
กฟจ.สส,กกก-161 ,สส.  ,ต.1-20-2348,SUZUKI              ,จักรยานยนต์                                       ,E104-TH896223,BE11B-TH896223,8/9/2536,24,,เบนชิล
กฟจ.สส,กกง-517 ,สส.  ,ต.1-20-1574,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998551,BE11B-TH998551 /RC100J,27/7/2538,22,,เบนชิล
กฟจ.สส,กกง-832 ,สส.  ,ต.1-20-2343,SUZUKI              ,จักรยานยนต์                                       ,E104-TH896183,BE11B-TH896183,8/9/2536,24,,เบนชิล
กฟจ.สส,กข-2930 ,สส.  ,ต.1-01-1839,ISUZU               ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,4JK1GN8285,MP1TFR86H6T137240 / MP1TFR86H6T,22/3/2549,11,ป.3,ดีเชล
กฟจ.สส,กข-7630 ,สส.  ,ต.1-01-2236,MITSUBISHI          ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,4D56UCEG3638,MMTJNKA40DD029318 / KA4TNJNUZRU,23/8/2556,4,ป.3,ดีเชล
กฟจ.สส,ค-1814  ,สส.  ,ต.1-20-1580,SUZUKI              ,จักรยานยนต์                                       ,E104-TH854995,BE11B-TH854995,11/9/2535,25,,เบนชิล
กฟจ.สส,ฆ-4996  ,สส.  ,ต.1-20-3117,SUZUKI              ,จักรยานยนต์                                       ,E104-TH565364,BE11B-TH565364 /RC100J,6/9/2539,21,,เบนชิล
กฟจ.สส,ต1-0011 ,สส.  ,ต.1-30-0011,ROTAX               ,หัวแหลม-ท้ายตัด                                   ,3967482,,1/9/2535,25,,เบนชิล
กฟจ.สส,ต1-0012 ,สส.  ,ต.1-30-0012,ISUZU               ,เรือหางยาว                                        ,303272,,27/2/2556,4,,ดีเชล
กฟจ.สส,ต1-0013 ,สส.  ,ต.1-30-0013,ISUZU               ,เรือหางยาว                                        ,C240-115522,,27/2/2556,4,,ดีเชล
กฟจ.สส,บก-9960 ,สส.  ,ต.1-03-0692,MITSUBISHI          ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,4D56-BV8176,K14XDL-6344 / K14XDL-6344,25/6/2536,24,ป.3,ดีเชล
กฟจ.สส,บง-2490 ,สส.  ,ต.1-03-1092,TOYOTA              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,2l-9521085,ln85-7117035 / ln85r-trmrst-e,20/11/2541,19,ป.3,ดีเชล
กฟจ.สส,บจ-7851 ,สส.  ,ต.1-04-4794,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-868440,NKR55E12Y-7103837 / NKR55E12,23/7/2545,15,ป.3,ดีเชล
กฟจ.สส,บจ-8134 ,สส.  ,ต.1-04-3517,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-923727,NKR55EU1M-7147034 /NKR55EU1,18/10/2537,23,ป.3,ดีเชล
กฟจ.สส,บจ-8365 ,สส.  ,ต.1-04-5724,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-942994,MP1NLR85E9T103531 / NLR85E1GAH,10/1/2554,6,ป.3,ดีเชล
กฟจ.สส,บจ-8681 ,สส.  ,ต.1-04-6130,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-KH5538,MP1NLR85ECT101329 / NLR85E1AH,25/7/2556,4,ป.3,ดีเชล
กฟจ.สส,โฟลคลิฟ ,สส.  ,ต.1-08-070,ISUZU               ,รถโฟล์คลิฟท์                                      ,539443,F01-02555 /FD20Z5,29/4/2554,6,,ดีเชล
กฟจ.สส,สส.05   ,สส.  ,ต.1-01-070,NISSAN              ,หัวแหลม-ท้ายตัด                                   ,A12-131592,NISSAN90HP,1/5/2525,35,,ดีเชล
กฟจ.สส,สส.11   ,สส.  ,ต.1-01-11,ISUZU               ,หัวตัด-ท้ายตัด-ท้องแบน                            ,3967482,ROTAX9HP,1/9/2535,25,,ดีเชล
กฟจ.สส,สส.13   ,สส.  ,ต.1-01-13,ISUZU               ,หัวตัด-ท้ายตัด-ท้องแบน                            ,,,1/6/2536,24,,ดีเชล
กฟจ.สส,แอร์แมน ,สส.  ,ต.1-11-0037,ISUZU               ,หัวลาก                                            ,630277,20-1212545 / PDR-125,29/4/2554,6,,ดีเชล
,,,,,,,,,,,
"กฟส.
อัพวา",00-21   ,สส.  ,ต.1-30-0002,ROTAX               ,เรือหางยาว                                        ,3266153,,1/11/2525,35,,เบนชิล
"กฟส.
อัพวา",80-2238 ,สส.  ,ต.1-04-2452,NISSAN              ,เครนแข็ง                                          ,ND6-042752,UG780-35125 / UG780,17/9/2528,32,,ดีเชล
"กฟส.
อัพวา",80-3827 ,สส.  ,ต.1-04-3022,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,4JB1-781559,NKR55EU1M-7128063 /NKR55EU1,20/10/2536,24,ป.3,ดีเชล
"กฟส.
อัพวา",80-4850 ,สส.  ,ต.1-04-4584,MITSUBISHI          ,เครนพับ                                           ,6D17-BA0191,MMTFK458HVC000191 /FK458HRGDH2,26/1/2543,17,,ดีเชล
"กฟส.
อัพวา",80-5461 ,สส.  ,ต.1-04-5063,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,4JB1-9615914,NKR55E12Y-7105268 /NKR55E12,23/12/2546,14,ป.3,ดีเชล
"กฟส.
อัพวา",กข-2325 ,สส.  ,ต.1-01-1455,FORD                ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,WLAT446824,MNBBSFD304W370702 /RANGER,23/4/2547,13,ป.3,ดีเชล
"กฟส.
อัพวา",ฆ-1001  ,สส.  ,ต.1-20-2802,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998562,BE11B-TH998562 / RC100J,28/8/2538,22,,เบนชิล
"กฟส.
อัพวา",บจ-8366 ,สส.  ,ต.1-04-5717,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1 943008,MP1NLR85E 9T103524 / NLR85E1GAH,11/2/2554,6,ป.3,ดีเชล
"กฟส.
อัพวา",สส.08   ,สส.  ,ต.1-04-60,ISUZU               ,เรือ                                              ,C240-127078,ISUZU 75 HP,29/4/2554,6,,ดีเชล
"กฟส.
อัพวา",อว.01   ,สส.  ,ต.1-09-60,ISUZU               ,เรือ                                              ,3261984,ROTAX 9 HP,29/4/2554,6,,เบนชิล
"กฟส.
อัพวา",อว.02   ,สส.  ,ต.1-20-60,ISUZU               ,เรือ                                              ,3266153,ROTAX 20 HP,29/4/2554,6,,เบนชิล
"กฟส.
อัพวา",อว.03   ,สส.  ,ต.1-17-60,ISUZU               ,เรือ                                              ,3471922,ROTAX 9 HP,29/4/2554,6,,เบนชิล
"กฟส.
อัพวา",อว.04   ,สส.  ,ต.1-26-60,MITSUBISHI          ,เรือ                                              ,4DR5-145092,MITSUBISHI,29/4/2554,6,,ดีเชล
"กฟส.
อัพวา",อว.05   ,สส.  ,ต.1-30-60,SUZUKI              ,เรือ                                              ,672449,SUZUKI 539 CC,29/4/2554,6,,ดีเชล
,,,,,,,,,,,
"กฟส.
บางคนที",80-3826 ,สส.  ,ต.1-04-3150,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,4JB1-783389,75-0128 /NKR55EU1M,23/11/2536,24,ป.3,ดีเชล
"กฟส.
บางคนที",80-3828 ,สส.  ,ต.1-04-2259,HINO                ,เครนพับ                                           ,EH100-97999,KR320-17206 /KR320,24/4/2527,33,,ดีเชล
"กฟส.
บางคนที",80-6311 ,สส.  ,ต.1-04-3313,ISUZU               ,บรรทุกเฉพาะกิจ(บริการ)                            ,6BD1-607149,FTR11HYK-3602597 /FTR11HY,20/11/2552,8,ป.3,ดีเชล
"กฟส.
บางคนที",80-6704 ,สส.  ,ต.1-04-5758,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,NO4C-TR12886,MNKAH04H304001213 / XZU303R-HBMLAT3,24/3/2554,6,,ดีเชล
"กฟส.
บางคนที",กกง-540 ,สส.  ,ต.1-20-1578,HONDA               ,จักรยานยนต์                                       ,JX110E-G1487,JX110-G01487,9/2/2532,28,,เบนชิล
"กฟส.
บางคนที",กข-2326 ,สส.  ,ต.1-01-1457,FORD                ,กระบะบรรทุก 1 ตัน 4 ประตูมีหลังคาครอบ             ,WLAT445072,MNBBSFD304W369619 /RANGER,23/4/2547,13,ป.3,ดีเชล
"กฟส.
บางคนที",ค-1813  ,สส.  ,ต.1-20-1581,SUZUKI              ,จักรยานยนต์                                       ,E104-TH854996,BE11B-TH854996,11/9/2535,25,,เบนชิล
"กฟส.
บางคนที",ฆ-1002  ,สส.  ,ต.1-20-2797,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998557,BE11B-TH998557 /RC100J,28/8/2538,22,,เบนชิล
"กฟส.
บางคนที",บ-6891  ,สส.  ,ต.1-03-1044,NISSAN              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,Z20-T04831,FGD21-F17847 /FGD21SFX5 DXA,25/9/2539,21,ป.3,เบนชิล
"กฟส.
บางคนที",บคท.07  ,สส.  ,ต.1-30-0007,TOYOTA              ,                                                  ,,,3/3/2552,8,,เบนชิล
"กฟส.
บางคนที",บคท-05  ,สส.  ,ต.1-30-0005,MITSUBISHI          ,เรืออีแปะ                                         ,,,28/10/2556,4,,ดีเชล
"กฟส.
บางคนที",บคท-06  ,กทม. ,ต.1-30-0006,YAMAHA              ,                                                  ,,,28/10/2556,4,,เบนชิล 95
"กฟส.
บางคนที",บจ-7850 ,สส.  ,ต.1-04-2559,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-522703,NKR55EU1-7901165 /NKR55EU1,5/7/2534,26,ป.3,ดีเชล
"กฟส.
บางคนที",บจ-7852 ,สส.  ,ต.1-04-4795,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-868363,NKR55E12Y-7103822 /NKR55E12,23/7/2545,15,ป.3,ดีเชล
,,,,,,,,,,,
กฟจ.ปข,1กญ 2655,ปข.  ,ต.1-20-2339,SUZUKI              ,จักรยานยนต์                                       ,E 104-TH 896245,BE 11 B-TH 896245,25/8/2536,24,,เบนชิล
กฟจ.ปข,80-4801 ,ปข.  ,ต.1-04-2008,ISUZU               ,บรรทุกเฉพาะกิจ(บริการ)                            ,624678,0309863 / TLD 24Y,22/12/2531,29,,ดีเชล
กฟจ.ปข,80-4928 ,ปข.  ,ต.1-04-2381,NISSAN              ,บรรทุก 6 ตัน                                      ,ND6-042156,UG780-34675 /UG780,21/5/2528,32,,ดีเชล
กฟจ.ปข,80-5091 ,ปข.  ,ต.1-04-0285,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,C240-371554,7670340,24/8/2516,44,ป.3/บ.1,ดีเชล
กฟจ.ปข,80-5135 ,ปข.  ,ต.1-04-0863,HINO                ,เครนแข็ง                                          ,EH100-76781,KR320-13160 / KR320,2/4/2522,38,,ดีเชล
กฟจ.ปข,80-5247 ,ปข.  ,ต.1-04-1311,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,418398,BU 20-075335 /BU 20,27/12/2524,36,,ดีเชล
กฟจ.ปข,80-8680 ,ปข.  ,ต.1-04-3125,ISUZU               ,บรรทุก 6 ตัน                                      ,6BD1-603377,FTR 11HYK-3602259,8/11/2536,24,,ดีเชล
กฟจ.ปข,80-9140 ,ปข.  ,ต.1-04-3429,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-902220,NKR 55EU 1M-7144925,24/8/2537,23,,ดีเชล
กฟจ.ปข,80-9179 ,ปข.  ,ต.1-04-3556,ISUZU               ,เครนพับ                                           ,6HE 1-830339,FVM 32PR-3000121,26/10/2537,23,,ดีเชล
กฟจ.ปข,80-9250 ,พบ.  ,ต.1-04-2916,ISUZU               ,เครนพับ                                           ,6BD1-499663,FTR11HK-3601808 / FTR11H,1/6/2536,24,,ดีเชล
กฟจ.ปข,81-0148 ,ปข.  ,ต.1-09-0256,NISSAN              ,บรรทุกเฉพาะกิจ(บริการ)                            ,FE6-012246 A,CMF878-05457,28/6/2538,22,,ดีเชล
กฟจ.ปข,81-1785 ,ปข.  ,ต.1-04-5058,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,4JB 1-961580,NKR 55E 12y-7105263 / NKR 55E 12,23/12/2546,14,,ดีเชล
กฟจ.ปข,81-1794 ,ปข.  ,ต.1-04-5115,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-113808,NKR 55E 12A3-7104600 /NKR 55E 12A,9/4/2547,13,,ดีเชล
กฟจ.ปข,81-2512 ,ปข.  ,ต.1-09-0559,ISUZU               ,กระเช้าแก้ไฟ                                      ,4HG1-155410,NPR 71PY 52A3-7103455 /NPR 71PY 52A,7/7/2548,12,,ดีเชล
กฟจ.ปข,81-3768 ,ปข.  ,ต.1-04-1269,HINO                ,เครนพับ                                           ,EH 100-89763,KR 320-15199 / KR 320,13/3/2524,36,,ดีเชล
กฟจ.ปข,81-3957 ,ปข.  ,ต.1-04-5378,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,4JB1-609460,NKR 55E 12E5-7111133 /NKR 55E 12E,22/4/2552,8,,ดีเชล
กฟจ.ปข,81-5190 ,ปข.  ,ต.1-04-5764,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ) 2 ตัน                       ,NO4C-TR12898,MNKAH04H304001226 / XZU303R-HBMLAT3,14/2/2554,6,,ดีเชล
กฟจ.ปข,81-5938 ,ปข.  ,ต.1-04-5143,ISUZU               ,บรรทุก 4 ตัน/ฮอทไลน์                              ,4HG 1-061377,NPR 71LY 52A3-7102594 / NPR 71LY52A,29/4/2547,13,,ดีเชล
กฟจ.ปข,81-6009 ,ปข.  ,ต.1-04-1068,ISUZU               ,บรรทุก 6 ตัน                                      ,DA120-858732,1676979,22/2/2523,37,,ดีเชล
กฟจ.ปข,81-6010 ,ปข.  ,ต.1-04-6164,ISUZU               ,เครนพับ                                           ,6HK1-638224,MP1FTR34LATOO1662 /FTR34LZL,21/10/2556,4,,ดีเชล
กฟจ.ปข,81-6909 ,ปข.  ,ต.1-04-6582,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NU1933,MP1NMR85EFT101930 /NMR85E3XXXS,2/2/2559,1,,ดีเชล
กฟจ.ปข,81-6985 ,ปข.  ,ต.1-04-6579,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NVO198,MP1NMR85EFT101983 /NMR85EXXXS,2/2/2559,1,,ดีเชล
กฟจ.ปข,81-6986 ,ปข.  ,ต.1-04-6581,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NT5859,MP1NMR85EFT101866 /NMR85EXXXS,2/2/2559,1,,ดีเชล
กฟจ.ปข,81-7053 ,ปข.  ,ต.1-04-5376,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB 1-609475,NKR 55E 12E 5-7111131 /NKR 55E 12E,22/4/2552,8,,ดีเชล
กฟจ.ปข,81-7074 ,ปข.  ,ต.1-09-0208,MITSUBISHI          ,บรรทุกเฉพาะกิจ(บริการ)                            ,6 D14-TD 0413,FK 455F-TD 0413 /FK 455F,5/3/2540,20,,ดีเชล
กฟจ.ปข,ก.4346  ,ปข.  ,ต.1-01-0802,NISSAN              ,นั่งสองตอนท้ายบรรทุก                              ,Z 20-T 01208,FGD 21-E 28940,28/9/2538,22,,เบนชิล
กฟจ.ปข,กข.6980 ,ปข.  ,ต.1-01-1321,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT 438826,MNBBSFD 303W 366375 / FORD RANGER,21/2/2547,13,,ดีเชล
กฟจ.ปข,กข.7345 ,ปข.  ,ต.1-01-1454,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT 443891,MNBBSFD 304W 368976 /RANGER,23/4/2547,13,,ดีเชล
กฟจ.ปข,กค 2807 ,ปข.  ,ต.1-01-1996,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-773636,MNBBSFD 207W 637445 / RANGER,29/5/2550,10,,ดีเชล
กฟจ.ปข,ต.5586  ,ปข.  ,ต.1-20-1603,SUZUKI              ,จักรยานยนต์                                       ,E 104-TH 855009,BE 11 B-TH 855009,11/9/2535,25,,เบนชิล
กฟจ.ปข,ต.7578  ,ปข.  ,ต.1-20-2341,SUZUKI              ,จักรยานยนต์                                       ,E 104-TH 896240,BE 11 B-TH 896240 /RC 100 J,1/3/2536,24,,เบนชิล
กฟจ.ปข,บ.2841  ,ปข.  ,ต.1-03-0529,DATSAN              ,กระบะบรรทุก 1 ตัน                                 ,J 16-307265 J,G 720-C 36219 / -,2/1/2528,32,,เบนชิล
กฟจ.ปข,บ.9191  ,ปข.  ,ต.1-03-0620,MITSUBISHI          ,กระบะบรรทุก 1 ตัน                                 ,4556T AF5707,K14XDL-55702,22/10/2535,25,,ดีเชล
กฟจ.ปข,บ-2842  ,ปข.  ,ต.1-03-0192,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,12R-1812124,RN25-365543,2/11/2522,38,,ดีเชล
กฟจ.ปข,บจ-1033 ,พบ.  ,ต.1-03-1040,NISSAN              ,กระบะบรรทุก 1 ตัน                                 ,Z20-04975,FGD21-F27071 /FGD21SFX% DXA,28/7/2559,1,ป.3,เบนชิล 95
กฟจ.ปข,บพ 931  ,ปข.  ,ต.1-03-1042,NISSAN              ,กระบะบรรทุก 1 ตัน                                 ,Z20-T05034,FGD 21-F27130 / FGD 21SF% DXA,25/9/2539,21,,เบนชิล
กฟจ.ปข,บม 1178 ,ปข.  ,ต.1-04-5726,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4 JJ1-951299,MP 1NLR 85E 9T 103610 /NLR 85E 1GAH,10/1/2554,6,,ดีเชล
กฟจ.ปข,บม 1447 ,ปข.  ,ต.1-04-3429,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-902220,NKR55EU1M-7144925 / NKR55EU1M,24/8/2537,23,,ดีเชล
กฟจ.ปข,บม 2796 ,ปข.  ,ต.1-04-6134,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-KP8508,MP1NLR85ECT101524 /์NLR85E1AH,17/5/2556,4,,ดีเชล
กฟจ.ปข,บม 3307 ,ปข.  ,ต.1-04-4100,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4 JB 1-353824,NKR 55EX 1T-7102381 /NKR55EX1,2/6/2540,20,,ดีเชล
กฟจ.ปข,บม 3991 ,ปข.  ,ต.1-04-2804,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,11B-1276641,BU61-8004672,17/12/2535,25,,ดีเชล
,,,,,,,,,,,
"กฟส.
ทับสะแก",80-4801 ,ปข.  ,ต.1-04-2008,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,624678,0309863 / TLD24Y,22/12/2531,29,,ดีเชล
"กฟส.
ทับสะแก",80-4928 ,ปข.  ,ต.1-04-2381,NISSAN              ,บรรทุก 6 ตัน                                      ,ND6-042156,UG780-34675 /UG780,21/5/2528,32,,ดีเชล
"กฟส.
ทับสะแก",81-0148 ,ปข.  ,ต.1-09-0256,NISSAN              ,เครนแข็ง                                          ,FE6-010046A,CMF87B-05457,28/6/2538,22,,ดีเชล
"กฟส.
ทับสะแก",81-3957 ,ปข.  ,ต.1-04-5378,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JBI-609460,NKR55E12E57111133 / NKR55E12E,22/4/2552,8,,ดีเชล
"กฟส.
ทับสะแก",81-6010 ,ปข.  ,ต.1-04-6164,ISUZU               ,เครนพับ                                           ,6HK1-638224,MP1FTR34LAT 001662 / FTR34LZL,19/12/2556,4,,ดีเชล
"กฟส.
ทับสะแก",กข-7345 ,ปข.  ,ต.1-01-1454,FORD                ,กระบะบรรทุก 1 ตัน                                 ,WLAT 443891,MNBBSFD304W368976 / RANGER,23/4/2547,13,,ดีเชล
"กฟส.
ทับสะแก",ต-7581  ,ปข.  ,ต.1-20-2340,SUZUKI              ,จักรยานยนต์                                       ,E104-TH896225,BE11B-TH896225,25/8/2536,24,,เบนชิล
"กฟส.
ทับสะแก",บพ-931  ,ปข.  ,ต.1-03-1042,NISSAN              ,กระบะบรรทุก 1 ตัน                                 ,Z20-T05034,FGD21-F27130 / FGD215FX%DXA,25/9/2539,21,,เบนชิล
"กฟส.
ทับสะแก",บม 1510 ,ปข.  ,ต.1-04-6133,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJI-KH5541,MP1NLR85ECT101332 /NLR85E1AH,17/5/2556,4,,ดีเชล
"กฟส.
ทับสะแก",บม 3991 ,ปข.  ,ต.1-04-2804,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,11B-1276641,BU61-8004672,17/12/2535,25,,ดีเชล
,,,,,,,,,,,
"กฟย.
กุยบุรี",81-1820 ,ปข.  ,ต.1-04-5113,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB 1-113798,NKR 55E 12A 3-7104598 / NKR 55E 12A,9/4/2547,13,,ดีเชล
,,,,,,,,,,,
